,T0,T1,T2,B_2
T0,-0.7,0.0,-0.46,0.02
T1,-0.0,-2.0,-0.0,0.4
T2,0.7,-0.2,-2.02,-0.7
B_2,-0.14,0.0,0.0,-1.54
