,T0,T1,T2,A_0
T0,-0.73,0.01,-0.0,0.0
T1,0.0,-1.91,0.0,-0.37
T2,0.35,-0.19,-1.93,-0.81
A_0,-0.0,-0.22,-0.38,-2.44
