,T0,T1,T2,C_2
T0,-0.72,0.02,-0.0,-0.15
T1,0.0,-1.95,0.0,0.12
T2,0.33,-0.2,-1.95,-0.13
C_2,-0.65,0.0,-0.0,-1.64
