,T0,T1,T2,C_1
T0,-0.92,-0.85,-0.0,-0.46
T1,-0.38,-1.76,0.0,0.0
T2,-0.0,0.09,-2.0,-0.05
C_1,-0.56,0.0,-0.14,-1.62
