,T0,T1,T2,E_2
T0,-0.96,-0.71,-0.02,-0.16
T1,-0.47,-1.72,0.0,-0.42
T2,-0.02,0.16,-2.15,1.09
E_2,-0.0,-0.26,0.0,-2.09
