,T0,T1,T2,B_2
T0,-0.92,-0.81,-0.0,-0.41
T1,-0.4,-1.76,0.0,0.0
T2,-0.0,0.08,-2.05,0.27
B_2,-0.0,0.29,0.0,-1.62
