,T0,T1,T2,B_1
T0,-0.94,-1.26,-0.0,0.0
T1,-0.21,-1.8,0.0,0.0
T2,-0.0,0.07,-2.0,-0.0
B_1,-0.0,0.37,-0.41,-0.17
