,T0,T1,T2,D_0
T0,-0.94,-1.34,-0.0,0.0
T1,-0.17,-1.81,0.0,-0.0
T2,-0.0,0.06,-2.0,0.02
D_0,-0.0,1.17,0.0,-1.39
