,T0,T1,T2,E_3
T0,-0.95,-0.79,-0.0,-0.2
T1,-0.42,-1.72,0.0,-0.39
T2,-0.0,0.16,-2.04,0.23
E_3,-0.14,-0.23,0.0,-1.84
