,T0,T1,T2,A_1
T0,-0.98,-0.67,-0.0,-0.0
T1,-0.53,-1.72,0.0,-0.24
T2,-0.0,0.17,-1.97,-0.82
A_1,-0.0,-0.44,-0.77,-2.36
