,T0,T1,T2,B_0
T0,-0.93,-0.3,-0.0,-0.72
T1,-0.9,-1.85,0.15,0.86
T2,0.0,0.0,-1.99,0.0
B_0,-0.12,0.0,0.0,-1.62
