,T0,T1,T2,B_2
T0,-0.77,-0.66,-0.21,0.44
T1,0.13,-2.01,0.15,-0.0
T2,0.44,0.0,-2.15,-0.13
B_2,-0.81,0.42,0.0,-1.53
