,T0,T1,T2,C_3
T0,-0.74,-0.41,0.0,-0.0
T1,-0.0,-2.03,0.17,0.15
T2,0.31,0.0,-2.08,-0.09
C_3,-0.53,0.01,-0.0,-0.28
