,T0,T1,T2,A_1
T0,-0.8,-0.0,0.3,0.04
T1,-0.36,-1.84,0.0,-0.26
T2,0.0,0.33,-2.01,-0.69
A_1,0.0,-0.23,-0.37,-2.05
