,T0,T1,T2,B_1
T0,-0.76,-0.0,0.34,-0.13
T1,-0.33,-1.87,0.0,-0.01
T2,0.0,0.4,-1.93,-0.33
B_1,-0.0,0.35,0.0,-0.14
