,T0,T1,T2,E_2
T0,-0.79,-0.59,0.1,0.12
T1,-0.36,-1.82,-0.0,-0.13
T2,0.07,0.68,-2.26,0.47
E_2,0.0,-0.12,0.0,-2.11
