,T0,T1,T2,C_1
T0,-0.76,-0.8,-0.07,0.0
T1,-0.21,-1.9,0.0,0.29
T2,0.31,0.68,-2.25,-0.29
C_1,-0.66,0.0,0.25,-1.71
