,T0,T1,T2,B_1
T0,-0.76,-0.78,0.0,-0.01
T1,-0.34,-2.07,0.01,0.5
T2,0.24,0.62,-2.25,0.0
B_1,-0.04,-0.0,-0.3,-0.04
