,T0,T1,T2,B_0
T0,-0.76,-0.93,0.07,0.0
T1,-0.16,-1.92,0.0,0.27
T2,0.22,0.67,-2.22,-0.21
B_0,-0.09,0.27,-0.0,-1.68
