,T0,T1,T2,E_1
T0,-0.8,-0.6,0.19,0.09
T1,-0.37,-1.82,0.0,-0.02
T2,0.0,0.69,-2.23,0.51
E_1,-0.11,-0.33,-0.0,-2.58
