,T0,T1,T2,B_2
T0,-0.75,-1.19,-0.07,0.08
T1,-0.0,-1.93,0.0,0.06
T2,0.35,0.68,-2.24,-0.38
B_2,-0.15,0.32,0.0,-1.63
