,T0,T1,T2,A_1
T0,-0.76,-1.09,0.0,0.11
T1,-0.0,-1.87,0.0,-0.66
T2,0.31,0.66,-2.2,-1.24
A_1,-0.45,-0.31,-0.28,-2.06
