,T0,T1,T2,E_3
T0,-0.86,-0.13,-0.27,0.0
T1,-0.48,-2.01,0.0,-0.38
T2,-0.13,0.69,-2.28,0.49
E_3,0.02,-0.15,0.0,-1.84
