,T0,T1,T2,C_2
T0,-0.8,-0.01,-0.25,-0.87
T1,-0.67,-2.02,0.0,-0.0
T2,-0.01,0.66,-2.19,-0.45
C_2,-0.02,-0.86,-0.0,-1.73
