,T0,T1,T2,C_1
T0,-0.79,-0.32,-0.25,-0.63
T1,-0.26,-2.1,0.0,-0.0
T2,-0.0,0.59,-2.22,-0.06
C_1,-0.9,-0.0,-0.0,-1.71
