,T0,T1,T2,E_1
T0,-0.84,-0.56,-0.29,-0.0
T1,-0.14,-2.16,0.01,0.52
T2,-0.0,0.52,-2.22,-0.0
E_1,-0.0,0.0,-0.0,-2.62
