,T0,T1,T2,A_1
T0,-0.89,-0.27,-0.1,0.26
T1,-0.37,-2.04,0.0,-0.38
T2,-0.1,0.62,-2.16,-0.68
A_1,0.0,-0.19,-0.77,-2.06
