,T0,T1,T2,B_2
T0,-0.85,-0.38,-0.24,-0.01
T1,-0.29,-2.09,0.0,-0.0
T2,-0.01,0.62,-2.18,-0.42
B_2,-0.01,-0.0,-0.5,-1.7
