,T0,T1,T2,A_0
T0,-0.78,-0.67,0.27,0.0
T1,-0.01,-2.02,0.0,-0.47
T2,0.0,0.3,-2.02,-0.11
A_0,-0.07,-0.01,-0.26,-2.45
