,T0,T1,T2,E_3
T0,-0.88,-0.15,0.21,0.74
T1,-0.47,-1.91,0.0,-0.2
T2,0.0,0.37,-2.03,-0.05
E_3,-0.0,-0.56,-0.32,-1.85
