,T0,T1,T2,C_2
T0,-0.77,-0.56,0.1,-0.6
T1,0.0,-1.9,-0.0,0.14
T2,-0.0,0.36,-2.15,-0.0
C_2,-0.01,0.0,-0.53,-1.73
