,T0,T1,T2,E_3
T0,-0.82,-0.58,0.01,0.06
T1,-0.0,-1.86,-0.0,-0.13
T2,0.0,0.37,-2.19,0.27
E_3,0.0,-0.0,0.0,-1.85
