,T0,T1,T2,A_1
T0,-0.82,-0.59,0.09,-0.0
T1,-0.0,-1.87,-0.0,-0.07
T2,0.0,0.41,-2.1,-0.76
A_1,-0.09,-0.65,-0.22,-2.08
