,T0,T1,T2,B_2
T0,-0.82,-0.66,0.07,0.06
T1,0.0,-1.88,-0.0,0.0
T2,-0.0,0.41,-2.11,-0.35
B_2,0.0,0.3,-0.39,-1.69
