,T0,T1,T2,B_0
T0,-0.81,-0.65,0.06,0.0
T1,0.0,-1.88,-0.0,0.0
T2,-0.0,0.39,-2.14,-0.11
B_0,0.0,0.78,-0.11,-1.78
