,T0,T1,T2,E_1
T0,-0.75,-0.53,-0.72,-0.8
T1,-0.51,-2.0,0.84,-0.09
T2,0.55,0.0,-2.18,0.01
E_1,0.55,-0.51,0.17,-2.66
