,T0,T1,T2,C_1
T0,-0.77,-0.47,-0.3,-0.3
T1,-0.57,-1.9,0.97,-2.4
T2,0.37,0.02,-2.05,-0.72
C_1,-0.4,0.78,0.33,-1.94
