,T0,T1,T2,C_3
T0,-0.82,-0.43,-0.34,0.07
T1,-0.7,-1.98,0.88,0.02
T2,0.33,0.0,-2.08,-0.05
C_3,-0.64,0.07,0.0,-0.25
