,T0,T1,T2,A_0
T0,-0.82,-0.16,-0.38,0.0
T1,-0.98,-1.88,0.6,-0.01
T2,0.38,0.44,-2.1,-1.28
A_0,-0.14,-0.6,-0.14,-2.36
