,T0,T1,T2,A_1
T0,-0.83,-0.07,-0.29,0.0
T1,-1.18,-1.87,0.64,0.02
T2,0.32,0.44,-2.07,-1.18
A_1,0.02,-0.42,-0.12,-2.17
