,T0,T1,T2,B_2
T0,-0.79,-1.49,0.12,0.02
T1,-0.0,-2.05,0.32,-0.01
T2,0.05,0.52,-2.08,-0.0
B_2,-0.04,0.39,-0.31,-1.63
