,T0,T1,T2,C_0
T0,-0.8,-0.41,-0.33,-0.0
T1,-0.7,-1.98,0.87,0.05
T2,0.33,0.0,-2.1,-0.03
C_0,-1.08,0.0,0.03,-1.59
