,T0,T1,T2,B_1
T0,-0.79,-0.92,0.14,-0.03
T1,-0.23,-1.98,0.0,0.05
T2,0.0,0.78,-2.08,-0.06
B_1,-0.03,0.18,-0.18,-0.04
