,T0,T1,T2,E_0
T0,-0.84,-0.68,0.3,0.06
T1,-0.39,-1.9,-0.0,-0.53
T2,-0.23,0.82,-2.06,0.0
E_0,0.0,-0.0,0.34,-2.61
