,T0,T1,T2,C_1
T0,-0.79,-1.29,0.13,-0.08
T1,-0.04,-1.98,-0.46,0.13
T2,0.11,0.79,-2.1,-0.85
C_1,-1.01,-0.01,0.55,-1.8
