,T0,T1,T2,A_0
T0,-0.81,-1.23,0.28,-0.09
T1,-0.1,-1.97,-0.05,-0.15
T2,-0.04,0.54,-2.07,-0.25
A_0,0.0,-0.51,-1.07,-2.35
