,T0,T1,T2,E_0
T0,-0.82,-1.14,0.21,0.16
T1,-0.12,-1.95,-0.27,-0.11
T2,-0.0,0.66,-2.11,-0.09
E_0,0.04,-0.47,0.51,-2.64
