,T0,T1,T2,B_2
T0,-0.78,-1.16,0.0,0.02
T1,-0.1,-2.0,0.0,0.0
T2,0.18,0.55,-2.11,-0.0
B_2,-0.0,0.47,-0.18,-1.63
