,T0,T1,T2,E_1
T0,-0.82,-0.73,0.16,0.1
T1,-0.37,-1.93,-0.0,-0.01
T2,0.0,0.61,-2.07,0.0
E_1,0.05,-0.33,0.25,-2.5
