,T0,T1,T2,B_1
T0,-0.8,-1.05,0.19,-0.0
T1,-0.16,-1.98,0.0,0.0
T2,0.0,0.57,-2.06,-0.0
B_1,-0.06,0.28,-0.3,-0.07
