,T0,T1,T2,B_0
T0,-0.83,-1.47,0.17,0.39
T1,-0.01,-2.02,0.0,-0.02
T2,0.03,0.56,-2.07,-0.01
B_0,-0.49,0.43,-0.03,-1.64
