,T0,T1,T2,A_0
T0,-0.82,-0.65,0.19,-0.01
T1,-0.43,-1.92,-0.0,-0.06
T2,0.0,0.63,-2.03,-0.94
A_0,-0.01,-0.84,-0.26,-2.39
