,T0,T1,T2,B_0
T0,-0.82,-0.51,0.31,-0.36
T1,0.0,-1.82,0.0,0.81
T2,-0.0,0.49,-2.03,0.0
B_0,-0.0,0.0,-0.31,-1.56
