,T0,T1,T2,B_2
T0,-0.83,-0.51,0.29,-0.22
T1,0.0,-1.77,0.0,0.57
T2,0.0,0.51,-2.03,-0.03
B_2,-0.0,0.0,-0.33,-1.55
