,T0,T1,T2,A_0
T0,-0.85,-0.41,0.28,-0.32
T1,-0.0,-1.63,-0.0,-0.55
T2,-0.0,0.56,-2.02,-0.37
A_0,-0.0,-0.68,-0.96,-2.33
