,T0,T1,T2,C_3
T0,-0.72,-0.35,0.36,-0.51
T1,-0.0,-1.83,0.0,0.39
T2,0.0,0.51,-2.03,-0.0
C_3,-0.5,0.0,-0.41,-0.21
