,T0,T1,T2,E_1
T0,-0.68,-1.33,0.25,-0.26
T1,-0.51,-2.05,-0.0,-0.05
T2,-0.04,1.52,-2.08,0.04
E_1,0.0,-0.21,-0.54,-2.57
