,T0,T1,T2,B_2
T0,-0.7,-1.72,0.03,0.27
T1,-0.31,-2.07,-0.0,-0.19
T2,0.15,1.51,-2.13,0.01
B_2,-0.01,0.24,0.0,-1.54
