,T0,T1,T2,A_1
T0,-0.67,-1.55,0.08,0.02
T1,-0.34,-2.05,-0.0,-0.55
T2,0.16,1.53,-2.1,-0.4
A_1,0.02,-0.2,-0.2,-2.06
