,T0,T1,T2,C_0
T0,-0.67,-1.52,0.12,-0.0
T1,-0.41,-2.08,-0.0,0.03
T2,0.09,1.51,-2.11,-0.0
C_0,-0.09,0.03,0.02,-1.7
