,T0,T1,T2,B_1
T0,-0.7,-1.38,0.02,0.08
T1,-0.47,-2.06,-0.0,0.0
T2,-0.03,1.39,-2.41,0.66
B_1,0.11,0.15,-0.76,-0.05
