,T0,T1,T2,E_0
T0,-0.68,-1.34,0.17,-0.07
T1,-0.5,-2.06,-0.0,-0.0
T2,0.01,1.5,-2.14,0.6
E_0,-0.27,-0.29,0.21,-2.28
