,T0,T1,T2,E_1
T0,-0.92,-0.8,0.0,0.0
T1,-0.02,-1.84,-0.0,-0.8
T2,0.0,0.96,-2.1,0.65
E_1,0.0,-0.8,0.0,-2.51
