,T0,T1,T2,A_0
T0,-0.92,-0.92,0.05,-0.0
T1,-0.01,-1.87,0.0,-0.17
T2,0.0,0.91,-2.03,-0.24
A_0,-0.08,-0.0,-0.5,-2.35
